-8.066954138545595621e-01,-6.690027986454811781e-01,4.256496499189071914e-02
-8.142321493977646707e-01,-6.337878616087794237e-01,5.121224286862545438e-02
-7.944058091640127106e-01,-6.337912865529802264e-01,5.325846750358188830e-02
-7.825868716888577659e-01,-6.623547894418826409e-01,4.638589584510083297e-02
-8.349851056109872660e-01,-6.575625415359347414e-01,4.221421442098087506e-02
-8.376855624944868906e-01,-6.310115991055068596e-01,4.797671635807664037e-02
-8.165848101728975239e-01,-6.995490902583804127e-01,2.962453214658631456e-02
-8.374662112533459712e-01,-6.844068591320817685e-01,3.275940771318144179e-02
-7.812841729038066951e-01,-7.037986353618800317e-01,3.310832336269042830e-02
-7.975908412410191994e-01,-7.236596470581329044e-01,2.393153889936877957e-02
-7.625361785479751742e-01,-6.925517174900784889e-01,3.812110242813274152e-02
-7.619708952036927663e-01,-6.581316787424428272e-01,4.967736070630726641e-02
-7.422613552723218433e-01,-6.838991582789458734e-01,4.450205791224208507e-02
-7.240130503462730571e-01,-7.070449288262710130e-01,4.302249674167898247e-02
-7.442155341243078537e-01,-7.174662961480984258e-01,3.693210216997950407e-02
-7.631601293726297808e-01,-7.296483629947330130e-01,3.004234883123663852e-02
-7.814068679296987119e-01,-7.453066422629948118e-01,2.274501918981076259e-02
-7.283342577697260456e-01,-7.382171141362050548e-01,3.531478772767716184e-02
-7.480284036521845925e-01,-7.500264988518864362e-01,2.802541915596790459e-02
-7.675256796924696534e-01,-7.635914077694124780e-01,2.173370612220390519e-02
-7.862969471784135855e-01,-7.782881397135011925e-01,1.534683267396219457e-02
-7.996725325105729087e-01,-7.617712745461957535e-01,1.604580857704773073e-02
-7.350585468744975648e-01,-7.678928205331774226e-01,2.736043924239412589e-02
-7.549795536720032008e-01,-7.806270905972578777e-01,2.173393002111913275e-02
-7.741858697827276314e-01,-7.943540244118776350e-01,1.680807953226138435e-02
-7.919859942142782883e-01,-8.082276127722892722e-01,1.080498430386392719e-02
-8.040697613037816049e-01,-7.934432372388201538e-01,1.021934395263626900e-02
-7.431065041213609224e-01,-7.966716124057684478e-01,2.089679642699020928e-02
-7.622777216675994394e-01,-8.094784059163241396e-01,1.554754222486129378e-02
-7.805761722137686265e-01,-8.228236056176548852e-01,1.180761689665140932e-02
-7.982110885540195655e-01,-8.361404671087533380e-01,1.009144447674905840e-02
-8.090355524339247761e-01,-8.223703688230684650e-01,7.364565293235635426e-03
-7.513749651990494494e-01,-8.246284814208371117e-01,1.582309332865945717e-02
-7.700813669290962338e-01,-8.372852563969273021e-01,1.284145367780217470e-02
-7.882333438229505163e-01,-8.498204985425238389e-01,1.140663682931551334e-02
-8.053813266642046997e-01,-8.618126193944933844e-01,8.417090645266904481e-03
-8.148250288718932310e-01,-8.490518790548581274e-01,7.414580228979941387e-03
-7.609080808816685026e-01,-8.516432415253344379e-01,1.395031524546168529e-02
-7.794151325681660802e-01,-8.632935992513214307e-01,1.143475806685509584e-02
-7.973957453536180129e-01,-8.745793895220763670e-01,1.002009405754506616e-02
-8.143257369133816148e-01,-8.851640604193219408e-01,5.460849236007090865e-03
-8.217350102830850433e-01,-8.732217181713699539e-01,3.338851504786698871e-03
-7.718494553367296618e-01,-8.768416961277317734e-01,1.197672442360608706e-02
-7.901935385646194909e-01,-8.873682645390120749e-01,1.048941496897626800e-02
-8.076655786944104687e-01,-8.971369383399616648e-01,6.984522414083283240e-03
-8.247590957810515544e-01,-9.068810448956382553e-01,2.774236940450565750e-03
-8.312126125011558564e-01,-8.957130195819600349e-01,2.681904732317330620e-04
-7.837958105832028011e-01,-9.001467978367495570e-01,1.054542308880223288e-02
-8.019174754243619807e-01,-9.091846191071197847e-01,8.539564540195797304e-03
-8.197733514518822373e-01,-9.169578082010977349e-01,5.114676941131485535e-03
-7.971614162923975622e-01,-9.211413191831929748e-01,1.007569609382362279e-02
-8.160656155513910104e-01,-9.283730950162755180e-01,7.398372579351686698e-03
-7.929686033629157471e-01,-9.331742158608890003e-01,1.082537650510116863e-02
-8.121566024507154147e-01,-9.399867358164111231e-01,8.869609717829142134e-03
-7.895702631313664677e-01,-9.451841907889616534e-01,1.135713141273569232e-02
-8.084180592993894798e-01,-9.510153242872372292e-01,1.016901343120547689e-02
-7.872036097420345158e-01,-9.581458366437194396e-01,1.218176882783020103e-02
-8.061153681385675451e-01,-9.612621074029744639e-01,1.159576143451381165e-02
-7.858849838177708325e-01,-9.716311092040915698e-01,1.305645161377335176e-02
-8.046281162689060684e-01,-9.735747598731864239e-01,1.295609043135536285e-02
-7.851477217152542654e-01,-9.856851033747618951e-01,1.392510739775995425e-02
-8.029293770015377696e-01,-9.869765718767734564e-01,1.357923404952426048e-02
-7.846941617619315190e-01,-1.000249617593395257e+00,1.546515582267333003e-02
-8.013368831893981081e-01,-1.000206581037168085e+00,1.425221534359648323e-02
-7.676562061968811301e-01,-9.845513588430669927e-01,1.656273644210563833e-02
-7.677276026795584185e-01,-1.000438042443021480e+00,1.824675561618750025e-02
-7.506914762486013304e-01,-9.836164211593912965e-01,1.853075852548634675e-02
-7.511327118977594308e-01,-1.000632773509110951e+00,1.965697608888149206e-02
-7.343475256730905842e-01,-9.829724416745551085e-01,2.042508033276708296e-02
-7.347560104638924949e-01,-1.000815190205229799e+00,2.047554181888699629e-02
-7.182853853042858727e-01,-9.826222601774390331e-01,2.303839201659516056e-02
-7.184634187523517568e-01,-1.001201214731101796e+00,2.325417325935430143e-02
-7.021092925037050181e-01,-9.825485121476877914e-01,2.625206339069538486e-02
-7.021432271564413963e-01,-1.001683190419528469e+00,2.574850556061223858e-02
-6.856731392785527790e-01,-9.824451713866760860e-01,2.828002824482542601e-02
-6.857035672926792280e-01,-1.002015791870308536e+00,2.694324522589643806e-02
-6.690331312025793453e-01,-9.822173758271943722e-01,2.932479872609729948e-02
-6.690292935717540024e-01,-1.002347211198087784e+00,2.828919943077144727e-02
-6.521606532541207590e-01,-9.819050039516554751e-01,2.983792773413437502e-02
-6.520604866107546638e-01,-1.002465331664619264e+00,2.816281221738016483e-02
-6.350255183826407634e-01,-9.813994176099422040e-01,2.928658837797465386e-02
-6.348577769415418848e-01,-1.002248250037535149e+00,2.670764813958494827e-02
-6.178571569497903759e-01,-9.810674049594888535e-01,3.006854292488208430e-02
-6.176060396231952687e-01,-1.002167918133997748e+00,2.662052501613895034e-02
-6.005664915819997063e-01,-9.807107324791313196e-01,3.084103883416564398e-02
-6.001944944591054432e-01,-1.001957205277005158e+00,2.620726634299865715e-02
-5.831434627734469744e-01,-9.802030259712288807e-01,3.106927466061380066e-02
-5.827201539888564596e-01,-1.001727488666807275e+00,2.595247860308046856e-02
-5.655378785409912457e-01,-9.794995706640529098e-01,3.030118564764658698e-02
-5.651138972196969590e-01,-1.001346822561247851e+00,2.510061904236122327e-02
-5.477998731185302894e-01,-9.787707817288874290e-01,2.932902700992093964e-02
-5.474436488200875583e-01,-1.001082778180845789e+00,2.493557181209325735e-02
-5.301076778948858870e-01,-9.786091651619170939e-01,3.081923831185257034e-02
-5.296792519210700156e-01,-1.000914548549766581e+00,2.528460174247070674e-02
